Restaurant,Month,Week No.,Day,Date,Review Title/URL,Review,Rating Score,Rating,Responded?,"Response 
Date","Days between 
response"
Waku Ghin,September,Week 38,Monday,12/9/2016,"""Totally not worth it!""","
Nothing to shout about.....food was alright, not fantastic. Over rated & overpriced!!!! There are many other restaurants in Singapore that are a lot better. If you want to experience some extra-ordinary culinary delight, don't waste your money on this one.
",3-May,Average,No,,
Bread Street Kitchen,September,Week 38,Monday,12/9/2016,"""cena improvvisata""","Everything up to expectations, from the welcome at the end of dinner with a tin of cookies to truly delicious chocolate. Fish and chips very good, risotto with asparagus and peas worthy of an Italian woman abroad. average prices high but justified, because the kitchen is open after 22",4-May,Very Good,Yes,18/9/2016,6
Sky on 57,September,Week 38,Monday,12/9/2016,"""??‡ Á‡ ?ÓÌÁ? ? ??‡""","imposed a drink or food in this bar restaurant, great view, every Tuesday there is a 50% discount on specific cocktails, generally of the best places in the city view and the infinity pool",5-May,Excellent,No,,
Osteria Mozza,September,Week 38,Monday,12/9/2016,"""Ottimo ristorante ""","I was at dinner one evening in September, the restaurant is always full, so book in advance. Very friendly atmosphere and very friendly and helpful staff. They eat very well, like good wines too. The only flaw the price! very high prices! We spent $ 200 in Singapore two people (2 starters, 2 main courses, 2 bottles of water and 2 glasses of sparkling wine, only the two glasses of prosecco came $ 50 !!!!) Anyway all good !!",5-May,Excellent,No,,
Osteria Mozza,September,Week 38,Monday,12/9/2016,"""Atendimento deixa a desejar""","The burrata pizza with roasted cherry tomatoes was very good, but the service left to be desired. Little warmth.",3-May,Average,No,,
Rise,September,Week 38,Monday,12/9/2016,"""????
????
????
????
?""","I heard the popular buffet, to eat breakfast. There were a lot of those countries from those of the local. In particular, I did not think this was attractive, but I think that it is good to family displacement. For the time being tired at night enter the store, was a substantial content than in the morning, I think that especially dessert women rejoice.",4-May,Very Good,No,,
Bread Street Kitchen,September,Week 38,Tuesday,13/9/2016,"""Lazy lunchtime special""","A lovely, chatty lunch with 3 friends, making the most of a lunch special set menu. Restaurant was airy and tables were well spaced by day. Service was impeccable - attentive yet not intrusive. Water glasses were filled often with no prompts. We lingered long after we finished eating, and loved that there was no pressure to leave. No complaints about the fisherman's pie, though should have thought about ordering some veges on the side. The size was perfect for lunch, and reflected the reasonable price of $40++ for 2 courses. 3 of us chose and devoured the Baileys creme brñlÇe, which was delicious. The cheese and biscuits was not quite as well received - served with sweet thick biscuits, like shortbread. Maybe it's a trend! Would like to return for the a la carte menu for dinner. The extensive wine list looked very tempting too.",5-May,Excellent,No,,
CUT,September,Week 38,Tuesday,13/9/2016,"""Fantastic food.""",Was there yesterday on a quiet evening. Lovely hostesses at the door and great attention to order-taking. Generous servings and the sirloin I had was perfect. Loved my visit.,5-May,Excellent,No,,
CUT,September,Week 38,Tuesday,13/9/2016,"""Average and pricey steak""","This place is mainly meat n specialises in steak. The steak is Cooked in its own flavour n rather charred looking - which I know it's their signature. The steak doesn't come with any sides and one have to order them. Expect to pay about 120-150 Per pax if you order the entry level steak. However for the more expensive cut, it's about 200 per pax without drinks n sides. The ambience is not the greatest and they do not have table cloth on their tables. The Service is average though you get seated and served swiftly",3-May,Average,No,,
CUT,September,Week 38,Tuesday,13/9/2016,"""Steak time""",i been in cut last week to try their famous steaks and i was not deluded. i got a reservation in the bar section because i was alone but i had a very nice conversation with the bartender. i got a very tasty negroni (they used tanqueray jin) and i star my dinner experience. absolutely tasty; the appetizer was a wagyu tartare with aioli and dijon sauce with crunchy bread. The taste was very nice and the two sauce gave something more. after i got a very juicy and tasty stake sirloin from american wagyu with pure': as usual cut dosen't make me disappointed. The stake was cocked perfectly and the pure' was really amazing and balanced. as dessert i got a souffle' that was so big that i cannot finish. Recommended,4-May,Very Good,No,,
DB Bistro & Oyster Bar,September,Week 38,Tuesday,13/9/2016,"""Lovely Meal....but Expensive""","I have previously dined at DB Bistro in Vegas (now long since closed) and New York and was looking forward to locking horns with a DB Burger again. We've also dined at Daniel in NY and at Cut (I know not a DB restaurant, just saying for illustration of US run steak type restaurants) in Singapore. I wouldn't at DB is as good as Cut, but it was very good. 5 of us dined, the boy went headfirst straight into a Spaghetti Bolognese, and loved it. We had 2 x Prawn Cocktails and 2 x Crab Cocktails, and whilst the crab was lovely, i was extremely jealous of the prawn cocktail! Much better value for money! For mains we had a mixture of burgers and pastas and such like and I got to get my teeth into another DB Burger. I couldn't finish it! Back in the good old days, i could devour the rich burger, and did several times, but this time it was just TOO rich. Sirloin Ground Beef, Foie Gras and Braised Beef Rib meat on a parmesan bun. I had to leave about 1/4 of it. Sadness. We had several (3) bottles of a low (for them) priced wine, and our bill weighed in at almost S$900! Blimey. I think....given what we now know, I'd go to Cut next time. Better food, better service (not that there was anything wrong with DB service, Cut is just 'better') and probably the same, eye popping bill. Don't get me wrong though. DBB & OB is very good.",4-May,Very Good,No,,
DB Bistro & Oyster Bar,September,Week 38,Tuesday,13/9/2016,"""Brilliant Burger""","
Found this restaurant in the shopping mall of the Marina Bay. Great service and burgers. Dessert was to die for.
",5-May,Excellent,No,,
Pizzeria Mozza,September,Week 38,Tuesday,13/9/2016,"""One of the best pizzas ever!""","
I've been here twice so far, and the pizzas have never disappointed. I usually go for the meat lovers pizza, being the carnivorous soul that I am!
The appetizers were fairly average in my opinion, but fresh nonetheless!
",5-May,Excellent,No,,
Sky on 57,September,Week 38,Tuesday,13/9/2016,"""perfect view""","
worth visiting even for one day nice view from the pool off the hotel -just stoning
beatifull garden close to the hotel-just to wonder.
the view off singapure city from the room at the evening superb.
",5-May,Excellent,No,,
Sky on 57,September,Week 38,Tuesday,13/9/2016,"""Beautiful skyline and nice food""","
It is at the top floor of Marina Bay Sands, Chef Justin Quek is a local chef that is renown for his excellent food. The food has a modern fusion of Asian cuisine. It is good for dinner to enjoy the view. However you must have a booking because it is always full.
",5-May,Excellent,No,,
Spago,September,Week 38,Tuesday,13/9/2016,"""Amazing!""","Supposed to meet with my friends at Celavi (bar from Tower 3), but they were already sitting at Spago. went there and oh boy, it did not disappoint a single bit!!! The place is great, the atmosphere is amazing, the crowd is eye-pleasing. A definitely must-go for tourists on Friday or Saturday evening. i believe their food is good too, haven't had a chance to try. But it's a nice place to hang out. And the view is MUCH better than in Celavi.",5-May,Excellent,No,,
